,m,datetime
926,240.519017,14/04/2019 10:20
927,240.5082859,14/04/2019 10:30
928,240.488785,14/04/2019 10:40
929,240.4737359,14/04/2019 10:50
930,240.4569667,14/04/2019 11:00
931,240.4373079,14/04/2019 11:10
932,240.4129641,14/04/2019 11:20
933,240.3906034,14/04/2019 11:30
934,240.3679279,14/04/2019 11:40
935,240.3496698,14/04/2019 11:50
936,240.3286496,14/04/2019 12:00
937,240.3160257,14/04/2019 12:10
938,240.3034048,14/04/2019 12:20
939,240.2874171,14/04/2019 12:30
940,240.2714513,14/04/2019 12:40
941,240.2634077,14/04/2019 12:50
942,240.2549114,14/04/2019 13:00
943,240.2429042,14/04/2019 13:10
944,240.2385103,14/04/2019 13:20
945,240.2375235,14/04/2019 13:30
946,240.2356615,14/04/2019 13:40
947,240.2403584,14/04/2019 13:50
948,240.2496462,14/04/2019 14:00
949,240.2573616,14/04/2019 14:10
950,240.2721831,14/04/2019 14:20
951,240.2899188,14/04/2019 14:30
952,240.3122686,14/04/2019 14:40
953,240.3323763,14/04/2019 14:50
954,240.3570121,14/04/2019 15:00
955,240.3771895,14/04/2019 15:10
956,240.3862928,14/04/2019 15:20
957,240.40829,14/04/2019 15:30
958,240.4138229,14/04/2019 15:40
959,240.4244814,14/04/2019 15:50
960,240.4314958,14/04/2019 16:00
961,240.4373008,14/04/2019 16:10
962,240.4429827,14/04/2019 16:20
963,240.4456781,14/04/2019 16:30
964,240.4566214,14/04/2019 16:40
965,240.4646109,14/04/2019 16:50
966,240.4468498,14/04/2019 17:00
967,240.448417,14/04/2019 17:10
968,240.449493,14/04/2019 17:20
969,240.4383977,14/04/2019 17:30
970,240.4257213,14/04/2019 17:40
971,240.4138349,14/04/2019 17:50
972,240.3970758,14/04/2019 18:00
973,240.3749519,14/04/2019 18:10
974,240.3568738,14/04/2019 18:20
975,240.3338705,14/04/2019 18:30
976,240.3120472,14/04/2019 18:40
977,240.2915122,14/04/2019 18:50
978,240.2698167,14/04/2019 19:00
979,240.2512365,14/04/2019 19:10
980,240.2286276,14/04/2019 19:20
981,240.2010723,14/04/2019 19:30
982,240.1724825,14/04/2019 19:40
983,240.1397268,14/04/2019 19:50
984,240.1080671,14/04/2019 20:00
985,240.0704499,14/04/2019 20:10
986,240.0353275,14/04/2019 20:20
987,239.9947638,14/04/2019 20:30
988,239.9480704,14/04/2019 20:40
989,239.9019725,14/04/2019 20:50
990,239.8586601,14/04/2019 21:00
991,239.813263,14/04/2019 21:10
992,239.7702775,14/04/2019 21:20
993,239.7328995,14/04/2019 21:30
994,239.6964301,14/04/2019 21:40
995,239.6676019,14/04/2019 21:50
996,239.642847,14/04/2019 22:00
997,239.6130394,14/04/2019 22:10
998,239.5845688,14/04/2019 22:20
999,239.5581251,14/04/2019 22:30
1000,239.5303171,14/04/2019 22:40
1001,239.5020818,14/04/2019 22:50
1002,239.4698781,14/04/2019 23:00
1003,239.4436634,14/04/2019 23:10
1004,239.4212759,14/04/2019 23:20
1005,239.3993227,14/04/2019 23:30
1006,239.3824743,14/04/2019 23:40
1007,239.3655828,14/04/2019 23:50
1008,239.3487666,15/04/2019 00:00
1009,239.3302024,15/04/2019 00:10
1010,239.3171466,15/04/2019 00:20
1011,239.304344,15/04/2019 00:30
1012,239.2985633,15/04/2019 00:40
1013,239.2938674,15/04/2019 00:50
1014,239.300447,15/04/2019 01:00
1015,239.3012902,15/04/2019 01:10
1016,239.3135806,15/04/2019 01:20
1017,239.3257512,15/04/2019 01:30
1018,239.3381561,15/04/2019 01:40
1019,239.3525591,15/04/2019 01:50
1020,239.3682914,15/04/2019 02:00
1021,239.3806878,15/04/2019 02:10
1022,239.3992316,15/04/2019 02:20
1023,239.410555,15/04/2019 02:30
1024,239.4369604,15/04/2019 02:40
1025,239.4615124,15/04/2019 02:50
1026,239.490415,15/04/2019 03:00
1027,239.5153218,15/04/2019 03:10
1028,239.5354364,15/04/2019 03:20
1029,239.558272,15/04/2019 03:30
1030,239.5873568,15/04/2019 03:40
1031,239.6020825,15/04/2019 03:50
1032,239.6265168,15/04/2019 04:00
1033,239.6481303,15/04/2019 04:10
1034,239.6591001,15/04/2019 04:20
1035,239.6725407,15/04/2019 04:30
1036,239.6861749,15/04/2019 04:40
1037,239.6981656,15/04/2019 04:50
1038,239.736562,15/04/2019 05:00
1039,239.7505953,15/04/2019 05:10
1040,239.7586389,15/04/2019 05:20
1041,239.7699227,15/04/2019 05:30
1042,239.7744106,15/04/2019 05:40
1043,239.7774193,15/04/2019 05:50
1044,239.7844893,15/04/2019 06:00
1045,239.7784262,15/04/2019 06:10
1046,239.7805584,15/04/2019 06:20
1047,239.7792359,15/04/2019 06:30
1048,239.7848467,15/04/2019 06:40
1049,239.7768022,15/04/2019 06:50
1050,239.7748119,15/04/2019 07:00
1051,239.7723927,15/04/2019 07:10
1052,239.7738446,15/04/2019 07:20
1053,239.7739096,15/04/2019 07:30
1054,239.7753431,15/04/2019 07:40
1055,239.7725179,15/04/2019 07:50
1056,239.77957,15/04/2019 08:00
1057,239.7875668,15/04/2019 08:10
1058,239.7937534,15/04/2019 08:20
1059,239.7912344,15/04/2019 08:30
1060,239.7942317,15/04/2019 08:40
1061,239.7925856,15/04/2019 08:50
1062,239.7800062,15/04/2019 09:00
1063,239.7726362,15/04/2019 09:10
1064,239.7702219,15/04/2019 09:20
1065,239.7664003,15/04/2019 09:30
1066,239.7687284,15/04/2019 09:40
1067,239.7695146,15/04/2019 09:50
1068,239.7717943,15/04/2019 10:00
1069,239.7759764,15/04/2019 10:10
1070,239.7856868,15/04/2019 10:20
1071,239.7922095,15/04/2019 10:30
1072,239.7835935,15/04/2019 10:40
1073,239.7791895,15/04/2019 10:50
1074,239.7723138,15/04/2019 11:00
1075,239.7649466,15/04/2019 11:10
1076,239.7600968,15/04/2019 11:20
1077,239.7558252,15/04/2019 11:30
1078,239.7417953,15/04/2019 11:40
1079,239.740943,15/04/2019 11:50
1080,239.7399172,15/04/2019 12:00
1081,239.740899,15/04/2019 12:10
1082,240.0656667,15/04/2019 15:20
1083,240.094114,15/04/2019 15:30
1084,240.1288315,15/04/2019 15:40
1085,240.1570303,15/04/2019 15:50
1086,240.1822817,15/04/2019 16:00
1087,240.2011481,15/04/2019 16:10
1088,240.2218995,15/04/2019 16:20
1089,240.2459201,15/04/2019 16:30
1090,240.2700234,15/04/2019 16:40
1091,240.2968451,15/04/2019 16:50
1092,240.3026076,15/04/2019 17:00
1093,240.3308917,15/04/2019 17:10
1094,240.3528373,15/04/2019 17:20
1095,240.3785389,15/04/2019 17:30
1096,240.4051906,15/04/2019 17:40
1097,240.4239907,15/04/2019 17:50
1098,240.4343191,15/04/2019 18:00
1099,240.4482612,15/04/2019 18:10
1100,240.4531264,15/04/2019 18:20
1101,240.4503222,15/04/2019 18:30
1102,240.4426856,15/04/2019 18:40
1103,240.4332247,15/04/2019 18:50
1104,240.413598,15/04/2019 19:00
1105,240.3961722,15/04/2019 19:10
1106,240.3632234,15/04/2019 19:20
1107,240.3438155,15/04/2019 19:30
1108,240.3119972,15/04/2019 19:40
1109,240.2788088,15/04/2019 19:50
1110,240.2446553,15/04/2019 20:00
1111,240.2142139,15/04/2019 20:10
1112,240.1823006,15/04/2019 20:20
1113,240.1503089,15/04/2019 20:30
1114,240.1079516,15/04/2019 20:40
1115,240.0660173,15/04/2019 20:50
1116,240.0204046,15/04/2019 21:00
1117,239.976539,15/04/2019 21:10
1118,239.9301368,15/04/2019 21:20
1119,239.8832767,15/04/2019 21:30
1120,239.8338704,15/04/2019 21:40
1121,239.7858864,15/04/2019 21:50
1122,239.7373029,15/04/2019 22:00
1123,239.691169,15/04/2019 22:10
1124,239.6435038,15/04/2019 22:20
1125,239.6046659,15/04/2019 22:30
1126,239.5553341,15/04/2019 22:40
1127,239.5034759,15/04/2019 22:50
1128,239.4547875,15/04/2019 23:00
1129,239.419518,15/04/2019 23:10
1130,239.3777114,15/04/2019 23:20
1131,239.3367436,15/04/2019 23:30
1132,239.3030268,15/04/2019 23:40
1133,239.2653684,15/04/2019 23:50
1134,239.2249577,16/04/2019 00:00
1135,239.1824063,16/04/2019 00:10
1136,239.1352627,16/04/2019 00:20
1137,239.0846961,16/04/2019 00:30
1138,239.0345693,16/04/2019 00:40
1139,238.9824217,16/04/2019 00:50
1140,238.9294469,16/04/2019 01:00
1141,238.8810634,16/04/2019 01:10
1142,238.8318477,16/04/2019 01:20
1143,238.7919891,16/04/2019 01:30
1144,238.7518834,16/04/2019 01:40
1145,238.7109927,16/04/2019 01:50
1146,238.6782549,16/04/2019 02:00
1147,238.6390363,16/04/2019 02:10
1148,238.6065425,16/04/2019 02:20
1149,238.5784373,16/04/2019 02:30
1150,238.5421988,16/04/2019 02:40
1151,238.5148057,16/04/2019 02:50
1152,238.4896848,16/04/2019 03:00
1153,238.4705519,16/04/2019 03:10
1154,238.4462745,16/04/2019 03:20
1155,238.4352711,16/04/2019 03:30
1156,238.4154683,16/04/2019 03:40
1157,238.4004265,16/04/2019 03:50
1158,238.3817,16/04/2019 04:00
1159,238.3634691,16/04/2019 04:10
1160,238.3347337,16/04/2019 04:20
1161,238.3118677,16/04/2019 04:30
1162,238.2898602,16/04/2019 04:40
1163,238.2640746,16/04/2019 04:50
1164,238.2656263,16/04/2019 05:00
1165,238.2404611,16/04/2019 05:10
1166,238.2145852,16/04/2019 05:20
1167,238.1890986,16/04/2019 05:30
1168,238.1590424,16/04/2019 05:40
1169,238.121323,16/04/2019 05:50
1170,238.0814264,16/04/2019 06:00
1171,238.0305457,16/04/2019 06:10
1172,237.9755589,16/04/2019 06:20
1173,237.9170485,16/04/2019 06:30
1174,237.8681721,16/04/2019 06:40
1175,237.8275151,16/04/2019 06:50
1176,237.7784091,16/04/2019 07:00
1177,237.7361608,16/04/2019 07:10
1178,237.6889884,16/04/2019 07:20
1179,237.6501851,16/04/2019 07:30
1180,237.6089222,16/04/2019 07:40
1181,237.5750102,16/04/2019 07:50
1182,237.5330412,16/04/2019 08:00
1183,237.5002747,16/04/2019 08:10
1184,237.4620642,16/04/2019 08:20
1185,237.4270378,16/04/2019 08:30
1186,237.3842364,16/04/2019 08:40
1187,237.3544849,16/04/2019 08:50
1188,237.3326306,16/04/2019 09:00
1189,237.3177636,16/04/2019 09:10
1190,237.3065295,16/04/2019 09:20
1191,237.3018716,16/04/2019 09:30
1192,237.3006918,16/04/2019 09:40
1193,237.2959756,16/04/2019 09:50
1194,237.2869819,16/04/2019 10:00
1195,237.2795319,16/04/2019 10:10
1196,237.2694805,16/04/2019 10:20
1197,237.2642812,16/04/2019 10:30
1198,237.2616123,16/04/2019 10:40
1199,237.2581501,16/04/2019 10:50
1200,237.2676481,16/04/2019 11:00
1201,237.2732258,16/04/2019 11:10
1202,237.2822833,16/04/2019 11:20
1203,237.2939353,16/04/2019 11:30
1204,237.3017215,16/04/2019 11:40
1205,237.3095498,16/04/2019 11:50
1206,237.3343475,16/04/2019 12:00
1207,237.3570609,16/04/2019 12:10
1208,237.3849298,16/04/2019 12:20
1209,237.4128991,16/04/2019 12:30
1210,237.4436906,16/04/2019 12:40
1211,237.4734636,16/04/2019 12:50
1212,237.4997081,16/04/2019 13:00
1213,237.5312139,16/04/2019 13:10
1214,237.5547484,16/04/2019 13:20
1215,237.5802544,16/04/2019 13:30
1216,237.6070151,16/04/2019 13:40
1217,237.6435557,16/04/2019 13:50
1218,237.6779343,16/04/2019 14:00
1219,237.7192664,16/04/2019 14:10
1220,237.7568904,16/04/2019 14:20
1221,237.7938787,16/04/2019 14:30
1222,237.8324366,16/04/2019 14:40
1223,237.8751077,16/04/2019 14:50
1224,237.9079131,16/04/2019 15:00
1225,237.9549323,16/04/2019 15:10
1226,237.9973848,16/04/2019 15:20
1227,238.0411154,16/04/2019 15:30
1228,238.0904007,16/04/2019 15:40
1229,238.1268877,16/04/2019 15:50
1230,238.16347,16/04/2019 16:00
1231,238.1998626,16/04/2019 16:10
1232,238.2355777,16/04/2019 16:20
1233,238.2735976,16/04/2019 16:30
1234,238.3133625,16/04/2019 16:40
1235,238.3493095,16/04/2019 16:50
1236,238.3649959,16/04/2019 17:00
1237,238.404857,16/04/2019 17:10
1238,238.4426328,16/04/2019 17:20
1239,238.4740287,16/04/2019 17:30
1240,238.5065479,16/04/2019 17:40
1241,238.5386515,16/04/2019 17:50
1242,238.5599339,16/04/2019 18:00
1243,238.5917536,16/04/2019 18:10
1244,238.6140955,16/04/2019 18:20
1245,238.6456725,16/04/2019 18:30
1246,238.6708233,16/04/2019 18:40
1247,238.6931592,16/04/2019 18:50
1248,238.73616,16/04/2019 19:00
1249,238.776237,16/04/2019 19:10
1250,238.8175882,16/04/2019 19:20
1251,238.8602344,16/04/2019 19:30
1252,238.9048373,16/04/2019 19:40
1253,238.9506093,16/04/2019 19:50
1254,238.9896413,16/04/2019 20:00
1255,239.03241,16/04/2019 20:10
1256,239.074526,16/04/2019 20:20
1257,239.1203999,16/04/2019 20:30
1258,239.1676399,16/04/2019 20:40
1259,239.2056971,16/04/2019 20:50
1260,239.2520054,16/04/2019 21:00
1261,239.299649,16/04/2019 21:10
1262,239.3439297,16/04/2019 21:20
1263,239.396979,16/04/2019 21:30
1264,239.4424947,16/04/2019 21:40
1265,239.4993327,16/04/2019 21:50
1266,239.5537254,16/04/2019 22:00
1267,239.6145907,16/04/2019 22:10
1268,239.6886741,16/04/2019 22:20
1269,239.747616,16/04/2019 22:30
1270,239.8204662,16/04/2019 22:40
1271,239.8876796,16/04/2019 22:50
1272,239.9666752,16/04/2019 23:00
1273,240.044277,16/04/2019 23:10
1274,240.1175505,16/04/2019 23:20
1275,240.1877924,16/04/2019 23:30
1276,240.2546526,16/04/2019 23:40
1277,240.3217007,16/04/2019 23:50
1278,240.3860778,17/04/2019 00:00
1279,240.4502455,17/04/2019 00:10
1280,240.5161462,17/04/2019 00:20
1281,240.577096,17/04/2019 00:30
1282,240.6358723,17/04/2019 00:40
1283,240.6987078,17/04/2019 00:50
1284,240.7597804,17/04/2019 01:00
1285,240.8100984,17/04/2019 01:10
1286,240.8768489,17/04/2019 01:20
1287,240.9330088,17/04/2019 01:30
1288,240.9970376,17/04/2019 01:40
1289,241.0404191,17/04/2019 01:50
1290,241.0977665,17/04/2019 02:00
1291,241.1422429,17/04/2019 02:10
1292,241.1884209,17/04/2019 02:20
1293,241.2267415,17/04/2019 02:30
1294,241.2678445,17/04/2019 02:40
1295,241.2934946,17/04/2019 02:50
1296,241.3342993,17/04/2019 03:00
1297,241.3702085,17/04/2019 03:10
1298,241.4097204,17/04/2019 03:20
1299,241.437234,17/04/2019 03:30
1300,241.4612866,17/04/2019 03:40
1301,241.4874198,17/04/2019 03:50
1302,241.5075536,17/04/2019 04:00
1303,241.5241964,17/04/2019 04:10
1304,241.5473111,17/04/2019 04:20
1305,241.5579415,17/04/2019 04:30
1306,241.5635558,17/04/2019 04:40
1307,241.5728388,17/04/2019 04:50
1308,241.5928499,17/04/2019 05:00
1309,241.5986483,17/04/2019 05:10
1310,241.6047473,17/04/2019 05:20
1311,241.6118033,17/04/2019 05:30
1312,241.6235618,17/04/2019 05:40
1313,241.6363164,17/04/2019 05:50
1314,241.6496676,17/04/2019 06:00
1315,241.6526101,17/04/2019 06:10
1316,241.6645389,17/04/2019 06:20
1317,241.6533972,17/04/2019 06:30
1318,241.645822,17/04/2019 06:40
1319,241.6409088,17/04/2019 06:50
1320,241.6386784,17/04/2019 07:00
1321,241.6359587,17/04/2019 07:10
1322,241.6397872,17/04/2019 07:20
1323,241.6384323,17/04/2019 07:30
1324,241.6348348,17/04/2019 07:40
1325,241.6369075,17/04/2019 07:50
1326,241.6416269,17/04/2019 08:00
1327,241.641802,17/04/2019 08:10
1328,241.6408276,17/04/2019 08:20
1329,241.6283898,17/04/2019 08:30
1330,241.6127105,17/04/2019 08:40
1331,241.5907285,17/04/2019 08:50
1332,241.5580224,17/04/2019 09:00
1333,241.5289536,17/04/2019 09:10
1334,241.5044071,17/04/2019 09:20
1335,241.4823774,17/04/2019 09:30
1336,241.4623056,17/04/2019 09:40
1337,241.438302,17/04/2019 09:50
1338,241.4193596,17/04/2019 10:00
1339,241.4020298,17/04/2019 10:10
1340,241.3890889,17/04/2019 10:20
1341,241.3770229,17/04/2019 10:30
1342,241.3673281,17/04/2019 10:40
1343,241.352589,17/04/2019 10:50
1344,241.3473314,17/04/2019 11:00
1345,241.3388833,17/04/2019 11:10
1346,241.3288912,17/04/2019 11:20
1347,241.3051678,17/04/2019 11:30
1348,241.2885636,17/04/2019 11:40
1349,241.2573855,17/04/2019 11:50
1350,241.2248634,17/04/2019 12:00
1351,241.1976379,17/04/2019 12:10
1352,241.173748,17/04/2019 12:20
1353,241.1552795,17/04/2019 12:30
1354,241.1396538,17/04/2019 12:40
1355,241.1295561,17/04/2019 12:50
1356,241.125961,17/04/2019 13:00
1357,241.124332,17/04/2019 13:10
1358,241.1236314,17/04/2019 13:20
1359,241.1323246,17/04/2019 13:30
1360,241.1393863,17/04/2019 13:40
1361,241.1525203,17/04/2019 13:50
1362,241.1660024,17/04/2019 14:00
1363,241.1779222,17/04/2019 14:10
1364,241.1854388,17/04/2019 14:20
1365,241.2057109,17/04/2019 14:30
1366,241.2122829,17/04/2019 14:40
1367,241.2150077,17/04/2019 14:50
1368,241.2149232,17/04/2019 15:00
1369,241.2105576,17/04/2019 15:10
1370,241.2006739,17/04/2019 15:20
1371,241.1930078,17/04/2019 15:30
1372,241.1931593,17/04/2019 15:40
1373,241.1952159,17/04/2019 15:50
1374,241.1956382,17/04/2019 16:00
1375,241.1928389,17/04/2019 16:10
1376,241.188396,17/04/2019 16:20
1377,241.1876387,17/04/2019 16:30
1378,241.185116,17/04/2019 16:40
1379,241.1885649,17/04/2019 16:50
1380,241.1643257,17/04/2019 17:00
1381,241.1568241,17/04/2019 17:10
1382,241.1442177,17/04/2019 17:20
1383,241.1351752,17/04/2019 17:30
1384,241.1232849,17/04/2019 17:40
1385,241.1090239,17/04/2019 17:50
1386,241.0917248,17/04/2019 18:00
1387,241.084405,17/04/2019 18:10
1388,241.0670177,17/04/2019 18:20
1389,241.0470107,17/04/2019 18:30
1390,241.0275674,17/04/2019 18:40
1391,241.0085829,17/04/2019 18:50
1392,240.9840602,17/04/2019 19:00
1393,240.9631844,17/04/2019 19:10
1394,240.9378637,17/04/2019 19:20
1395,240.9123213,17/04/2019 19:30
1396,240.8859145,17/04/2019 19:40
1397,240.8560364,17/04/2019 19:50
1398,240.8247247,17/04/2019 20:00
1399,240.7886412,17/04/2019 20:10
1400,240.7497242,17/04/2019 20:20
1401,240.7038989,17/04/2019 20:30
1402,240.6559209,17/04/2019 20:40
1403,240.6035913,17/04/2019 20:50
1404,240.5565981,17/04/2019 21:00
1405,240.5103937,17/04/2019 21:10
1406,240.4635725,17/04/2019 21:20
1407,240.4259295,17/04/2019 21:30
1408,240.3822769,17/04/2019 21:40
1409,240.3468581,17/04/2019 21:50
1410,240.3054419,17/04/2019 22:00
1411,240.2689044,17/04/2019 22:10
1412,240.2324359,17/04/2019 22:20
1413,240.1956078,17/04/2019 22:30
1414,240.1672524,17/04/2019 22:40
1415,240.1282227,17/04/2019 22:50
1416,240.102481,17/04/2019 23:00
1417,240.072869,17/04/2019 23:10
1418,240.0432947,17/04/2019 23:20
1419,240.0285163,17/04/2019 23:30
1420,240.0117681,17/04/2019 23:40
1421,239.9932001,17/04/2019 23:50
1422,239.9749181,18/04/2019 00:00
1423,239.9476564,18/04/2019 00:10
1424,239.9223323,18/04/2019 00:20
1425,239.8957954,18/04/2019 00:30
1426,239.8718048,18/04/2019 00:40
1427,239.8445927,18/04/2019 00:50
1428,239.8283672,18/04/2019 01:00
1429,239.8041621,18/04/2019 01:10
1430,239.790401,18/04/2019 01:20
1431,239.7806234,18/04/2019 01:30
1432,239.7799807,18/04/2019 01:40
1433,239.7715137,18/04/2019 01:50
1434,239.7743526,18/04/2019 02:00
1435,239.7761852,18/04/2019 02:10
1436,239.7900784,18/04/2019 02:20
1437,239.8015977,18/04/2019 02:30
1438,239.8255557,18/04/2019 02:40
1439,239.8455539,18/04/2019 02:50
1440,239.8688429,18/04/2019 03:00
1441,239.8899118,18/04/2019 03:10
1442,239.9205638,18/04/2019 03:20
1443,239.9444193,18/04/2019 03:30
1444,239.9707283,18/04/2019 03:40
1445,240.0017468,18/04/2019 03:50
1446,240.0215431,18/04/2019 04:00
1447,240.0435438,18/04/2019 04:10
1448,240.0570724,18/04/2019 04:20
1449,240.0776468,18/04/2019 04:30
1450,240.0899777,18/04/2019 04:40
1451,240.1019601,18/04/2019 04:50
1452,240.1315453,18/04/2019 05:00
1453,240.1370803,18/04/2019 05:10
1454,240.1482515,18/04/2019 05:20
1455,240.1511876,18/04/2019 05:30
1456,240.1532547,18/04/2019 05:40
1457,240.1561844,18/04/2019 05:50
1458,240.1509041,18/04/2019 06:00
1459,240.1480649,18/04/2019 06:10
1460,240.1431929,18/04/2019 06:20
1461,240.1390563,18/04/2019 06:30
1462,240.1190033,18/04/2019 06:40
1463,240.1055331,18/04/2019 06:50
1464,240.0837136,18/04/2019 07:00
1465,240.0646246,18/04/2019 07:10
1466,240.0443099,18/04/2019 07:20
1467,240.0176607,18/04/2019 07:30
1468,239.996194,18/04/2019 07:40
1469,239.9651792,18/04/2019 07:50
1470,239.9370045,18/04/2019 08:00
1471,239.9077779,18/04/2019 08:10
1472,239.8651266,18/04/2019 08:20
1473,239.8310884,18/04/2019 08:30
1474,239.7985739,18/04/2019 08:40
1475,239.7671168,18/04/2019 08:50
1476,239.7325476,18/04/2019 09:00
1477,239.7020554,18/04/2019 09:10
1478,239.6759178,18/04/2019 09:20
1479,239.6483401,18/04/2019 09:30
1480,239.6307202,18/04/2019 09:40
1481,239.6134329,18/04/2019 09:50
1482,239.5928283,18/04/2019 10:00
1483,239.5815812,18/04/2019 10:10
1484,239.5706318,18/04/2019 10:20
1485,239.5615983,18/04/2019 10:30
1486,239.5454585,18/04/2019 10:40
1487,239.5354295,18/04/2019 10:50
1488,239.5267643,18/04/2019 11:00
1489,239.5194545,18/04/2019 11:10
1490,239.510077,18/04/2019 11:20
1491,239.5042268,18/04/2019 11:30
1492,239.4897927,18/04/2019 11:40
1493,239.4799142,18/04/2019 11:50
1494,239.4747401,18/04/2019 12:00
1495,239.4679401,18/04/2019 12:10
1496,239.4671242,18/04/2019 12:20
1497,239.4682852,18/04/2019 12:30
1498,239.4769166,18/04/2019 12:40
1499,239.4835183,18/04/2019 12:50
1500,239.4965062,18/04/2019 13:00
1501,239.5135742,18/04/2019 13:10
1502,239.531665,18/04/2019 13:20
1503,239.5528533,18/04/2019 13:30
1504,239.5768433,18/04/2019 13:40
1505,239.6029199,18/04/2019 13:50
1506,239.6311947,18/04/2019 14:00
1507,239.6564453,18/04/2019 14:10
1508,239.6854012,18/04/2019 14:20
1509,239.7077285,18/04/2019 14:30
1510,239.7263585,18/04/2019 14:40
1511,239.7394726,18/04/2019 14:50
1512,239.7601246,18/04/2019 15:00
1513,239.7812104,18/04/2019 15:10
1514,239.8017487,18/04/2019 15:20
1515,239.8168724,18/04/2019 15:30
1516,239.8295161,18/04/2019 15:40
1517,239.8445228,18/04/2019 15:50
1518,239.857477,18/04/2019 16:00
1519,239.8719144,18/04/2019 16:10
1520,239.8811641,18/04/2019 16:20
1521,239.8904553,18/04/2019 16:30
1522,239.899592,18/04/2019 16:40
1523,239.9088705,18/04/2019 16:50
1524,239.8961898,18/04/2019 17:00
1525,239.9038701,18/04/2019 17:10
1526,239.907486,18/04/2019 17:20
1527,239.9113805,18/04/2019 17:30
1528,239.9039051,18/04/2019 17:40
1529,239.9066643,18/04/2019 17:50
1530,239.9185455,18/04/2019 18:00
1531,239.9170507,18/04/2019 18:10
1532,239.9154812,18/04/2019 18:20
1533,239.9079436,18/04/2019 18:30
1534,239.9028804,18/04/2019 18:40
1535,239.8961618,18/04/2019 18:50
1536,239.8950325,18/04/2019 19:00
1537,239.8907865,18/04/2019 19:10
1538,239.8842794,18/04/2019 19:20
1539,239.8726811,18/04/2019 19:30
1540,239.86378,18/04/2019 19:40
1541,239.8554998,18/04/2019 19:50
1542,239.8490759,18/04/2019 20:00
1543,239.8460823,18/04/2019 20:10
1544,239.8467527,18/04/2019 20:20
1545,239.8535275,18/04/2019 20:30
1546,239.8587393,18/04/2019 20:40
1547,239.8686286,18/04/2019 20:50
1548,239.8736181,18/04/2019 21:00
1549,239.8852821,18/04/2019 21:10
1550,239.8953428,18/04/2019 21:20
1551,239.9033449,18/04/2019 21:30
1552,239.9212763,18/04/2019 21:40
1553,239.9216501,18/04/2019 21:50
1554,239.9321469,18/04/2019 22:00
1555,239.9419287,18/04/2019 22:10
1556,239.9615836,18/04/2019 22:20
1557,239.9615882,18/04/2019 22:30
1558,239.9687567,18/04/2019 22:40
1559,239.9790853,18/04/2019 22:50
1560,239.9872348,18/04/2019 23:00
1561,239.9973546,18/04/2019 23:10
1562,239.9989233,18/04/2019 23:20
1563,240.01235,18/04/2019 23:30
1564,240.0185385,18/04/2019 23:40
1565,240.0256258,18/04/2019 23:50
