Time (DDDHHmm),Mean_temp (K)
0990140,243.88777405182648
0990150,243.8751115567103
0990200,243.86612629203034
0990210,243.85666302155278
0990220,243.853682314832
0990230,243.84596202849656
0990240,243.84083455762342
0990250,243.83763649754016
0990300,243.82583655020713
0990310,243.8217349773506
0990320,243.82037358750677
0990330,243.81869447251233
0990340,243.81891103433847
0990350,243.82114709377566
0990400,243.82823090647506
0990410,243.82400227859202
0990420,243.8298376115242
0990430,243.83264893378797
0990440,243.83157107563568
0990450,243.8382755080882
0990500,243.84000402926338
0990510,243.83801933855932
0990520,243.84053049602127
0990530,243.83579557884818
0990540,243.82878522007613
0990550,243.81697893075955
0990600,243.8019330903342
0990610,243.77581370131475
0990620,243.7606426788053
0990630,243.7426490187719
0990640,243.7200033712036
0990650,243.69625487222618
0990700,243.68892136784945
0990710,243.66631331387185
0990720,243.6427111727391
0990730,243.6248672045308
0990740,243.60144188208776
0990750,243.56718885344952
0990800,243.5395408074201
0990810,243.51195367233765
0990820,243.4796104909844
0990830,243.4465924463093
0990840,243.42005873359153
0990850,243.3564738619772
0990900,243.36369889213776
0990910,243.42398132310265
0990920,243.38535845455968
0990930,243.35472371088193
0990940,243.31502915710456
0990950,243.2897704808343
0991000,243.2592351402456
0991010,243.22149075083232
0991020,243.1871438683328
0991030,243.56559076390985
0991040,243.81386599764144
0991050,244.08400790742778
0991100,244.539992473454
0991110,244.93229957815336
0991120,245.43205562247664
0991130,246.01812170871287
0991140,246.28768180600207
0991150,246.63245587974026
0991200,246.84203472847182
0991210,246.46697115363241
0991220,269.3832684246956
0991230,262.3599203274599
0991240,236.43173391026147
0991250,231.02313599791367
0991300,218.58273777945612
0991310,225.75865660728354
0991320,224.00795711291008
0991330,254.13712855452334
0991340,264.48586374975025
0991350,238.8982788069308
0991400,244.32249599004865
0991410,240.1614122381621
0991420,240.88117885902923
0991430,240.84304896688158
0991440,240.66570848986905
0991450,240.7463070544943
0991500,240.9499170573853
0991510,241.13037972611832
0991520,241.09402998732006
0991530,241.24659530652957
0991540,241.38338200274816
0991550,241.49878102091796
0991600,241.59444577414627
0991610,241.66083417030111
0991620,241.78029336315504
0991630,241.86686599882043
0991640,242.0894399293688
0991650,242.3125567880247
0991700,242.47897390249858
0991710,242.56367621656815
0991720,242.61583329510387
0991730,242.64948681388375
0991740,242.67292040635752
0991750,242.6693317808332
0991800,242.68297287352217
0991810,242.68013147320633
0991820,242.6699311746922
0991830,242.67134048336192
0991840,242.6627768558752
0991850,242.651892883257
0991900,242.6863931903505
0991910,242.67967038148456
0991920,242.67826851133836
0991930,242.66879900059175
0991940,242.67013364046662
0991950,242.66114177153406
0992000,242.65811693339865
0992010,242.64931116027924
0992020,242.64212658495467
0992030,242.63080919264655
0992040,242.6185065926501
0992050,242.60499476701983
0992100,242.59303900404828
0992110,242.45945763405564
0992120,242.4592176195021
0992130,242.45212391918437
0992140,242.45118003067103
0992150,242.45347918505863
0992200,242.44944001190467
0992210,242.4484092504245
0992220,242.44188577966915
0992230,242.45675433154204
0992240,242.42511853471723
0992250,242.44492454307553
0992300,242.4175256411607
0992310,242.41954733697676
0992320,242.40372643603553
0992330,242.38944205468715
0992340,242.37312102935235
0992350,242.36343058058117
1000000,242.3571538666486
1000010,242.34302695458732
1000020,242.33327694247555
1000030,242.30470329664988
1000040,242.28894493155678
1000050,242.27064435353978
1000100,242.24762780977179
1000110,242.23716505218573
1000120,242.23125203397663
1000130,242.1914568263786
1000140,242.18371351107058
1000150,242.1614238028227
1000200,242.1404877678056
1000210,242.11669723019466
1000220,242.0937189889046
1000230,242.07321541762397
1000240,242.04222346558197
1000250,242.0245291321675
1000300,241.99849808598574
1000310,241.9666500035442
1000320,241.9438147543586
1000330,241.93272540181448
1000340,241.90789211968735
1000350,241.8946699867384
1000400,241.87108195066267
1000410,241.8675916770824
1000420,241.8445873394654
1000430,241.83106460000488
1000440,241.80003703458453
1000450,241.76262721268506
1000500,241.73494933112255
1000510,241.70360316884646
1000520,241.6743287271838
1000530,241.64851049584027
1000540,241.63296332225588
1000550,241.6009617170627
1000600,241.57131968153274
1000610,241.5503456772493
1000620,241.51317232556752
1000630,241.48332455609298
1000640,241.43603137500764
1000650,241.40867658033716
1000700,241.36087856576665
1000710,241.3157145332327
1000720,241.27664742085256
1000730,241.23586186989226
1000740,241.18976073224113
1000750,241.14010302073163
1000800,241.09446243796592
1000810,241.0454451187548
1000820,240.99544589879127
1000830,240.94536768076364
1000840,240.9027808585386
1000850,240.8475320732641
1000900,240.8189675892288
1000910,240.87876969408197
1000920,240.85591485059737
1000930,240.8160901326158
1000940,240.79665090913804
1000950,240.76079357158807
1001000,240.7415881712962
1001010,240.725342704583
1001020,241.1629050488554
1001030,241.45236039716
1001040,241.8678301563411
1001050,242.3456369901291
1001100,242.76931136406952
1001110,243.40887188315833
1001120,244.1424294985405
1001130,244.90333521036686
1001140,245.2156782778669
1001150,245.38727890282632
1001200,262.78559602105474
1001210,246.97395089127738
1001220,231.63594924231208
1001230,227.67379780621968
1001240,228.42058753318378
1001250,219.44460741354064
1001300,219.65085490299006
1001310,219.24252887611314
1001320,221.51759270776105
1001330,221.99032603923501
1001340,222.80340674033022
1001350,228.09074066157518
1001400,234.48481569073817
1001410,241.23391386908108
1001420,243.93093499056238
1001430,240.139878739818
1001440,237.87607033349178
1001450,238.15114231885767
1001500,238.3639566782653
1001510,238.6613309402314
1001520,238.75824903711933
1001530,238.83873343071295
1001540,239.11583770699713
1001550,239.31075412018825
1001600,239.51562880973967
1001610,239.6304113321241
1001620,239.76398709904797
1001630,239.881676777852
1001640,240.02991662224818
1001650,240.29195587677805
1001700,240.55473681604667
1001710,240.76871814248665
1001720,240.89504003203922
1001730,240.97398344780223
1001740,241.03689205279315
1001750,241.07918877806483
1001800,241.1058823812396
1001810,241.1363884692146
1001820,241.16368852170962
1001830,241.2035282127489
1001840,241.2389048966369
1001850,241.2552871386888
1001900,241.32831083420058
1001910,241.36387979306951
1001920,241.39439713671084
1001930,241.42638771661083
1001940,241.45894537110593
1001950,241.49896494532715
1002000,241.53459867944068
1002010,241.5711351196726
1002020,241.61143096475942
1002030,241.6540685774012
1002040,241.6976274922584
1002050,241.73821624738838
1002100,241.76840708295006
1002110,241.69577586198082
1002120,241.7348958211353
1002130,241.77490847158563
1002140,241.8182131546469
1002150,241.8635815290319
1002200,241.90549004426396
1002210,241.9542482135697
1002220,241.99913543771467
1002230,242.0458851548978
1002240,242.10607120747767
1002250,242.13194261007902
1002300,242.18157379731306
1002310,242.22296199652635
1002320,242.27404018501875
1002330,242.32182815236504
1002340,242.35839541015167
1002350,242.4139618221388
1010000,242.44945582960952
1010010,242.49326633850276
1010020,242.53843360033264
1010030,242.5773976314446
1010040,242.62823004957264
1010050,242.66261174388475
1010100,242.70942478419377
1010110,242.744770618864
1010120,242.80284083084317
1010130,242.81857519631177
1010140,242.85414204720587
1010150,242.88505859385825
1010200,242.922363319745
1010210,242.95325572718363
1010220,242.98869321134384
1010230,243.0149136519517
1010240,243.05293131675114
1010250,243.08742501294336
1010300,243.1180372124976
1010310,243.14857385587845
1010320,243.17815583101392
1010330,243.2101348970936
1010340,243.2450556597581
1010350,243.2852500437286
1010400,243.31550706185268
1010410,243.36300518239096
1010420,243.39539148509374
1010430,243.42836852635256
1010440,243.46053960674772
1010450,243.4989977399499
1010500,243.53067961183334
1010510,243.56739452936102
1010520,243.58452264838883
1010530,243.60662331000407
1010540,243.62841528738352
1010550,243.64309888776657
1010600,243.65022964294897
1010610,243.66030214536755
1010620,243.6737758941502
1010630,243.6808163585194
1010640,243.69743495562832
1010650,243.71547713506595
1010700,243.72666711744264
1010710,243.751114067022
1010720,243.76576768569467
1010730,243.78705234095446
1010740,243.80203707027013
1010750,243.82059860461143
1010800,243.84859522985408
1010810,243.87184631197053
1010820,243.8892667423799
1010830,243.91000310941342
1010840,243.9242578392208
1010850,243.94254725190325
1010900,243.93664700182586
1010910,244.03981130359554
1010920,244.06885193884884
1010930,244.07342549188164
1010940,244.0829371847462
1010950,244.10224692844744
1011000,244.18492816948458
1011010,244.63738142111163
1011020,244.96554336570463
1011030,245.46413515833598
1011040,245.8544224462517
1011050,246.2866358624332
1011100,247.06576868059548
1011110,247.8386826986699
1011120,248.6400182891112
1011130,249.3867624677996
1011140,268.4727484540088
1011150,228.22977599318824
1011200,229.48703185234754
1011210,207.55706794445334
1011220,205.73160618487606
1011230,205.81721552779723
1011240,206.42379622845763
1011250,206.34519186861513
1011300,206.00545284092058
1011310,205.86902231901195
1011320,205.49317052445912
1011330,205.59973595546447
1011340,206.99676910543843
1011350,205.88780909035017
1011400,207.9105881321777
1011410,206.0153858986771
1011420,217.02717494669767
1011430,221.43179066741072
1011440,227.77356962851897
1011450,214.77197242266124
1011500,236.43449117894474
1011510,241.02609851153738
1011520,242.15065557860967
1011530,242.2864073186383
1011540,242.5165823348426
1011550,242.68105635230492
1011600,242.96047675964138
1011610,243.16916069697493
1011620,243.35546668190548
1011630,243.57817862852363
1011640,243.68995008662867
1011650,243.82766816632412
1011700,244.00986516973012
1011710,244.30859707635165
1011720,244.52121013818197
1011730,244.6869895497559
1011740,244.770307329828
1011750,244.81923431663427
1011800,244.85336292214492
1011810,244.85912619464773
1011820,244.88625681775636
1011830,244.89247847410272
1011840,244.90402170650705
1011850,244.89905102410924
1011900,244.94409847180785
1011910,244.94190180328937
1011920,244.94287708448866
1011930,244.9417298738152
1011940,244.9416854095203
1011950,244.93085072669305
1012000,244.93321219740673
1012010,244.91516258613376
1012020,244.9083542408255
1012030,244.90133206923466
1012040,244.88701668565525
1012050,244.87434785504442
1012100,244.86121694488443
1012110,244.72875760800423
1012120,244.71702676376663
1012130,244.70195452324768
1012140,244.68751975288458
1012150,244.6706504996202
1012200,244.65814988602816
1012210,244.64188544031396
1012220,244.6477675205052
1012230,244.616087121874
1012240,244.60991310953247
1012250,244.59712120537074
1012300,244.5921745633269
1012310,244.58130821717918
1012320,244.56689338983466
1012330,244.55959206891882
1012340,244.5440017401608
1012350,244.53161268224002
1020000,244.52138163156013
1020010,244.51497045866893
1020020,244.50305415626642
1020030,244.49875638878135
1020040,244.49229103783082
1020050,244.47727760009397
1020100,244.47144220946072
1020110,244.45580877924627
1020120,244.44893925264782
1020130,244.4272876067199
1020140,244.41738693035387
1020150,244.42082936889787
1020200,244.41973004253606
1020210,244.40903192209774
1020220,244.40925167279437
1020230,244.40806909371747
1020240,244.4080112675682
1020250,244.4064240008798
1020300,244.41049504167376
1020310,244.40952636434332
1020320,244.40664083363745
1020330,244.40660614024833
1020340,244.4129299410043
1020350,244.4091128826178
1020400,244.41087963321067
1020410,244.41736378978646
1020420,244.4130629720019
1020430,244.42019869580588
1020440,244.42976493984412
1020450,244.42512017579915
1020500,244.43365516390918
1020510,244.4379080121468
1020520,244.43644011932392
1020530,244.43980165595275
1020540,244.430769267677
1020550,244.43254070443004
1020600,244.4300890981358
1020610,244.42856675455207
1020620,244.4256063094048
1020630,244.42702136838176
1020640,244.41922957847956
1020650,244.40801705017614
1020700,244.40928058752792
1020710,244.4020704647681
1020720,244.39046537026763
1020730,244.37838439241654
1020740,244.37034478396947
1020750,244.36455871604502
1020800,244.36202257488972
1020810,244.3463334708015
1020820,244.34141569458586
1020830,244.33298950126635
1020840,244.31827469221784
1020850,244.30102384702408
1020900,244.26932717015097
1020910,244.3395710999102
1020920,244.30930792384004
1020930,244.30030752177385
1020940,244.48694488279943
1020950,244.86215017041047
1021000,245.18667714161182
1021010,245.64654631896954
1021020,246.09816923065046
1021030,246.82383820315457
1021040,247.34890540915728
1021050,248.090549382627
1021100,248.86417457507764
1021110,249.8266289452209
1021120,283.6733782524298
1021130,209.3744087110618
1021140,206.9576924811242
1021150,207.0217915393397
1021200,207.16980846380463
1021210,207.08777638317832
1021220,207.03185913526337
1021230,207.1088613113125
1021240,207.0488526511679
1021250,207.01505163968645
1021300,206.00988344993345
1021310,205.1306746296301
1021320,206.5853302734922
1021330,206.86669686989222
1021340,205.46125719117214
1021350,206.73622541605425
1021400,206.23022636401086
1021410,206.30603327178252
1021420,206.2827245917278
1021430,206.0096481397128
1021440,205.88339747594173
1021450,206.11261616838058
1021500,204.95371605212765
1021520,187.32170679348064
1021530,208.20202018841073
1021540,237.09453480425833
1021550,240.1290177740084
1021600,240.77455039585598
1021610,241.19272752168476
1021620,241.4572404709104
1021630,241.75337508500218
1021640,242.07376699540265
1021650,242.31387690235616
1021700,242.57866283771298
1021710,242.72280606896683
1021720,242.91247650037815
1021730,243.23427268468137
1021740,243.48631828613392
1021750,243.66691368652147
1021800,243.79100678959918
1021810,243.84308700110387
1021820,243.87349297036073
1021830,243.8992978548144
1021840,243.91598356521257
1021850,243.9262477618028
1021900,243.973611325326
1021910,243.97537070411232
1021920,243.98689100145333
1021930,243.9884218420164
1021940,243.99431376980917
1021950,243.99407840169272
1022010,244.0090308590218
1022020,244.009462199254
1022030,244.00963246753932
1022040,244.01275429397134
1022050,244.01596457620752
1022100,244.02438002541552
1022110,243.90529789494667
1022120,243.916105056218
1022130,243.9215361298319
1022140,243.92274290923098
1022150,243.92903509675986
1022200,243.92951288147643
1022210,243.9262421083502
1022220,243.91707135820428
1022230,243.9236388529355
1022240,243.8848961916223
1022250,243.8683673192239
1022300,243.8431545780925
1022310,243.8177326271463
1022320,243.7939225429402
1022330,243.7675941360917
1022340,243.75482910082093
1022350,243.7316046765765
1030000,243.71567585495237
1030010,243.6953432886734
1030020,243.67919293343752
1030030,243.67270326625587
1030040,243.64505151703293
1030050,243.62033332178225
1030100,243.59721915981038
1030110,243.59215689682526
1030120,243.55385196741395
1030130,243.53826121433158
1030140,243.52420187379653
1030150,243.51117470729065
1030200,243.49199513026622
1030210,243.47440462173807
1030220,243.46289590953862
1030230,243.444909454735
1030240,243.43039263335854
1030250,243.41501646995223
1030300,243.40468729916526
1030310,243.39067757458966
1030320,243.37616751463074
1030330,243.36614632726406
1030340,243.35058006122142
1030350,243.34632169557662
1030400,243.333087161583
1030410,243.3248695763283
1030420,243.32259450052788
1030430,243.32521305705674
1030440,243.31966858451796
1030450,243.31948452631102
1030500,243.30998434882702
1030510,243.29858646124362
1030520,243.29049471815236
1030530,243.27077358127977
1030540,243.25525801306804
1030550,243.22835806413468
1030600,243.1955485279281
1030610,243.16545407864385
1030620,243.11955837245358
1030630,243.0766323912351
1030640,243.04778855312853
1030650,243.0035895987294
1030700,242.975307323176
1030710,242.94542447914918
1030720,242.90871490192163
1030730,242.87532640469647
1030740,242.84152864264163
1030750,242.80989262463385
1030800,242.77497310690563
1030810,242.7418861337915
1030820,242.70907247876016
1030830,242.66537354509106
1030840,242.6301018910888
1030850,242.59552358779797
1030900,242.56919022365983
1030910,242.5990704668635
1030920,242.6127086771497
1030930,243.04939146398695
1030940,243.35340018627127
1030950,243.85382317058952
1031000,244.23711243952638
1031010,244.9525137044301
1031020,245.68786342733574
1031030,246.4123316055145
1031040,247.42463987257312
1031050,248.43559001166182
1031100,281.24395668047265
1031110,242.05008033257107
1031120,233.65352903566915
1031130,234.1923225006646
1031140,234.91063252506146
1031150,234.60114124018978
1031200,234.7131432349788
1031210,234.25618078873944
1031220,233.90106708022057
1031230,233.69045906257514
1031240,234.17304543019014
1031250,234.61126922515876
1031300,235.30418545574628
1031310,234.880074437181
1031320,234.2894449995844
1031330,234.70621391469658
1031340,234.05867941480213
1031350,234.42870216013677
1031400,233.94109517229953
1031410,234.36851416426757
1031420,234.12842610225053
1031430,233.95988459196138
1031440,233.69765028541164
1031450,234.19092773253027
1031500,233.97069652727552
1031510,233.8196847530254
1031520,233.60022383691796
1031530,233.76193210063013
1031540,237.1743189441667
1031550,236.43729016364836
1031600,237.28796337603993
1031610,239.30996515663202
1031620,238.35767971498316
1031630,238.77109532504952
1031640,239.2925816348465
1031650,239.5893269013267
1031700,239.96185313147532
1031710,240.3438015339148
1031720,240.677622134004
1031730,240.9281435339284
1031740,241.19043598111435
1031750,241.57647290156595
1031800,241.8332277545257
1031810,242.02192509086106
1031820,242.13261778481842
1031830,242.19430335506397
1031840,242.2334489983777
1031850,242.2618867374786
1031900,242.3052793117383
1031910,242.3071174289999
1031920,242.29403416055695
1031930,242.28253085585143
1031940,242.2646670356775
1031950,242.25438646964972
1032000,242.24359924050063
1032010,242.22489465511
1032020,242.21478993669277
1032030,242.19545457679337
1032040,242.17307436146223
1032050,242.1544999967155
1032100,242.13686149518122
1032110,241.9970402489374
1032120,241.98577058740554
1032130,241.9772340244194
1032140,241.96333441463125
1032150,241.95934712758526
1032200,241.9460616413227
1032210,241.9238298562108
1032220,241.91076983429235
1032230,241.88917349198897
1032240,241.87526540260916
1032250,241.8602668131231
1032300,241.85144038140598
1032310,241.83367065274837
1032320,241.81678826067872
1032330,241.8130461369763
1032340,241.81278526194882
1032350,241.80390466026918
1040000,241.79771629063148
1040010,241.79475950358864
1040020,241.77996139524228
1040030,241.7735375751479
1040040,241.76601838693372
1040050,241.7544666591466
1040100,241.7451238087612
1040110,241.7465948272782
1040120,241.71846453104908
1040130,241.71051713702278
1040140,241.70505855139177
1040150,241.70252187493625
1040200,241.6841179138773
1040210,241.67224034992952
1040220,241.66777466557954
1040230,241.66413525320945
1040240,241.65883853728891
1040250,241.65156852703817
1040300,241.64524232240632
1040310,241.63473839838778
1040320,241.62664780796283
1040330,241.61080782954303
1040340,241.5957822123935
1040350,241.57566620481126
1040400,241.56711814235183
1040410,241.54228512641333
1040420,241.52646094065238
1040430,241.50561502543854
1040440,241.46923807629676
1040450,241.45400707467905
1040500,241.4280223048054
1040510,241.39757618925992
1040520,241.36957555104277
1040530,241.33552427607768
1040540,241.3070699046891
1040550,241.2686718198876
1040600,241.23312775423173
1040610,241.18760852233544
1040620,241.1378766867348
1040630,241.09877013618046
1040640,241.0499301030863
1040650,241.01187908881286
1040700,240.9760473654628
1040710,240.9328215592689
1040720,240.8913909445539
1040730,240.86057177988351
1040740,240.8318551865774
1040750,240.79845124716866
1040800,240.77219491262673
1040810,240.7427860149682
1040820,240.70919725546372
1040830,240.67470604987895
1040840,240.64824265620925
1040850,240.61668268595767
1040900,240.57969260211044
1040910,240.5978102340426
1040920,240.6522073558001
1040930,241.14161874784816
1040940,241.46801536363338
1040950,241.99430288520787
1041000,242.40048845951037
1041010,243.16903795087907
1041020,243.9718124328861
1041030,244.89164447813127
1041040,245.98609213328754
1041050,247.22613586957905
1041100,286.6192817331211
1041110,222.3386203718219
1041120,215.23388343586998
1041130,215.28543532928023
1041140,215.49339910147336
1041150,215.63527788784057
1041200,215.8764130477714
1041210,216.11489728034306
1041220,215.99999543668721
1041230,216.15244584570326
1041240,216.04753429503364
1041250,214.54408354541877
1041300,216.4700076212092
1041310,215.65548672448224
1041320,214.13698856198903
1041330,214.73772549469354
1041340,216.02024033368377
1041350,215.92701499857228
1041400,214.2265138192854
1041410,215.86540170517947
1041420,215.25999440885977
1041430,215.46808790108776
1041440,215.23206753864548
1041450,215.37832397539248
1041500,215.72857453033913
1041510,215.57709281857157
1041520,215.30237997335018
1041530,214.49182208154517
1041540,211.99885746655326
1041550,206.80047031794908
1041600,214.49966741418748
1041610,228.31554259879044
1041620,236.1024239602858
1041630,236.72027630338306
1041640,237.25747342851938
1041650,237.7338822942694
1041700,237.98692522264815
1041710,238.36643985815667
1041720,238.7266015240517
1041730,238.9590941337692
1041740,239.22155073821247
1041750,239.61903015236484
1041800,239.86661089433008
1041810,240.04396501597037
1041820,240.1374030800568
1041830,240.17468731426817
1041840,240.17927187546422
1041850,240.1817714682817
1041900,240.21455659217168
1041910,240.20757013509453
1041920,240.19156464446323
1041930,240.17234459122602
1041940,240.13345066243664
1041950,240.1079468245375
1042000,240.07949727177748
1042010,240.03737878977662
1042020,240.00160227144534
1042030,239.95443688631042
1042040,239.90245757600078
1042050,239.85741273620368
1042100,239.8026068821598
1042110,239.618019869918
1042120,239.57477377582353
1042130,239.53892530303884
1042140,239.49989430580823
1042150,239.4731270493949
1042200,239.4434758501908
1042210,239.4344280116724
1042220,239.38563238111382
1042230,239.35940181477224
1042240,239.32910379163076
1042250,239.29948025713165
1042300,239.26398554501483
1042310,239.2415177854418
1042320,239.21267895769168
1042330,239.18793225142497
1042340,239.17633586912945
1042350,239.16203584632484
1050000,239.13814588846853
1050010,239.13008536286392
1050020,239.12181458787464
1050030,239.1100848337315
1050040,239.11094025267855
1050050,239.10767593197104
1050100,239.10860308996754
1050110,239.12409484114306
1050120,239.13688242914435
1050130,239.16036804607063
1050140,239.18086820066824
1050150,239.1930104045839
1050200,239.21359732858969
1050210,239.23882908764784
1050220,239.26005451472082
1050230,239.2882941011234
1050240,239.31550894661393
1050250,239.35221045465744
1050300,239.38002416582748
1050310,239.4141247806787
1050320,239.43800013238607
1050330,239.47282084271816
1050340,239.48218962936667
1050350,239.50554443396535
1050400,239.51891960526743
1050410,239.5340773333592
1050420,239.5475260931798
1050430,239.5573763558195
1050440,239.57003215972634
1050450,239.58886039864763
1050500,239.60484240656015
1050510,239.62581114240706
1050520,239.62718786832127
1050530,239.6353165690851
1050540,239.63720297796473
1050550,239.62966298310022
1050600,239.62274952309477
1050610,239.62464399028346
1050620,239.6164297534354
1050630,239.6186205102334
1050640,239.60620393285683
1050650,239.60754714828374
1050700,239.60440774903108
1050710,239.60832919758514
1050720,239.61051679307536
1050730,239.61311414535027
1050740,239.61100909157284
1050750,239.61436347564285
1050800,239.62567301444767
1050810,239.62813643532724
1050820,239.63069456053364
1050830,239.62991857001975
1050840,239.6342271832464
1050850,239.63148900244812
1050900,239.62901827341813
1050910,239.670237336693
1050920,239.7630090883223
1050930,240.291482748028
1050940,240.5839070617162
1050950,241.16962750884633
1051000,241.70418581859732
1051010,242.56611492638993
1051020,243.37772660813414
1051030,244.1953027168834
1051040,245.1420129280057
1051050,246.40878396999094
1051100,285.5472403448986
1051110,244.09332489510277
1051120,240.5656401391005
1051130,240.51557114095706
1051140,240.5982349048841
1051150,240.57815940683662
1051200,240.78310343247483
1051210,240.52300118822941
1051520,239.7358032886758
1051530,239.89172059065885
1051540,238.31719209202035
1051550,240.23042104854457
1051600,243.5326718790432
1051610,256.1627130033809
1051620,235.9808095629208
1051630,236.56070772900281
1051640,237.09970713083365
1051650,237.55484564790473
1051700,237.98232694847903
1051710,238.35598742968455
1051720,238.6701519039493
1051730,238.97749352104898
1051740,239.27861023842587
1051750,239.68367830450575
1051800,239.95299605724585
1051810,240.1405372349385
1051820,240.2462620832747
1051830,240.29340386053792
1051840,240.30696846415955
1051850,240.31341494163553
1051900,240.3390112230492
1051910,240.32346345174744
1051920,240.30830328432086
1051930,240.27707057648104
1051940,240.2544149778503
1051950,240.22408328649433
1052000,240.1913162095378
1052010,240.1544413293833
1052020,240.11631416403284
1052030,240.0787889460675
1052040,240.03615526056007
1052050,239.9990188669629
1052100,239.94997672349513
1052110,239.76479364513784
1052120,239.7152241894853
1052130,239.65885260250144
1052140,239.60553235796954
1052150,239.55583220973037
1052200,239.5016928418448
1052210,239.45735875780625
1052220,239.42629382795053
1052230,239.35210822595528
1052240,239.31447036421753
1052250,239.26679291453442
1052300,239.2154928675939
1052310,239.168120751695
1052320,239.13713871176205
1052330,239.0993625651571
1052340,239.04967605840974
1052350,239.00441328117938
1060000,238.96271830132528
1060010,238.91552724184112
1060020,238.87503339697324
1060030,238.80969587971197
1060040,238.77218848145665
1060050,238.71669237948396
1060100,238.68773266688956
1060110,238.61344339252503
1060120,238.5641723308769
1060130,238.53010817701679
1060140,238.49637522906855
1060150,238.47156411489945
1060200,238.43758648552705
1060210,238.40904297763356
1060220,238.37616765245633
1060230,238.35124891162266
1060240,238.32271773393893
1060250,238.3044011551679
1060300,238.29074460583152
1060310,238.26591695234472
1060320,238.2534293985044
1060330,238.248779210688
1060340,238.22840408516558
1060350,238.21513999880696
1060400,238.1956851375104
1060410,238.1712130373529
1060420,238.1479419191064
1060430,238.12494980880297
1060440,238.09889135138027
1060450,238.06866665727438
1060500,238.04400128502004
1060510,238.0210218074031
1060520,237.9901535596477
