Time (DDDHHmm),Mean_temp (K)
1060410,238.36346912825385
1060420,238.33473367116306
1060430,238.3118677071289
1060440,238.28986018972992
1060450,238.2640746404839
1060500,238.2656262857924
1060510,238.2404611001961
1060520,238.2145852415362
1060530,238.1890985826976
1060540,238.15904238791035
1060550,238.12132303369296
1060600,238.0814264161455
1060610,238.03054568840307
1060620,237.97555894172447
1060630,237.9170484723443
1060640,237.8681720639592
1060650,237.82751507388767
1060700,237.77840911765477
1060710,237.73616083075902
1060720,237.6889884480282
1060730,237.65018505200118
1060740,237.60892223545537
1060750,237.57501020412494
1060800,237.53304115737131
1060810,237.50027467612966
1060820,237.46206417556155
1060830,237.4270377737658
1060840,237.384236375163
1060850,237.35448487840424
1060900,237.33263062149052
1060910,237.31776359991832
1060920,237.30652952000224
1060930,237.301871559139
1060940,237.30069182205165
1060950,237.29597561555266
1061000,237.2869819056914
1061010,237.2795319434945
1061020,237.26948048204503
1061030,237.26428121449703
1061040,237.26161233805493
1061050,237.25815009258068
1061100,237.26764807005748
1061110,237.27322584881037
1061120,237.28228326413074
1061130,237.29393534891975
1061140,237.30172151907504
1061150,237.309549750217
1061200,237.33434746200936
1061210,237.3570609125129
1061220,237.3849297983323
1061230,237.4128990608927
1061240,237.44369064101082
1061250,237.47346359460843
1061300,237.49970805359544
1061310,237.53121386492316
1061320,237.554748422436
1061330,237.58025436857227
1061340,237.60701507004913
1061350,237.64355570844802
1061400,237.67793427817023
1061410,237.71926635689175
1061420,237.7568903830643
1061430,237.79387873606254
1061440,237.83243662940694
1061450,237.87510765640954
1061500,237.9079130500926
1061510,237.95493230057866
1061520,237.9973848091327
1061530,238.0411153808649
1061540,238.09040072697104
1061550,238.12688765653965
1061600,238.16347004511258
1061610,238.1998625578857
1061620,238.23557768944082
1061630,238.27359756851163
1061640,238.31336250545675
1061650,238.34930949682555
1061700,238.36499586359358
1061710,238.40485695518012
1061720,238.44263283823707
1061730,238.47402865583047
1061740,238.50654785052504
1061750,238.53865145112107
1061800,238.55993394374366
1061810,238.59175364765372
1061820,238.61409551490104
1061830,238.6456725014134
1061840,238.67082325587154
1061850,238.69315924467185
1061900,238.73615997684894
1061910,238.77623701332448
1061920,238.81758821123333
1061930,238.8602344271881
1061940,238.90483727545418
1061950,238.95060926642003
1062000,238.9896412645392
1062010,239.03241002326587
1062020,239.07452597359259
1062030,239.12039985322974
1062040,239.16763989527254
1062050,239.20569713006017
1062100,239.25200541069887
1062110,239.2996490474555
1062120,239.34392972574358
1062130,239.3969790366297
1062140,239.44249473813127
1062150,239.4993326873687
1062200,239.5537253659422
1062210,239.61459065377937
1062220,239.6886741040875
1062230,239.74761600283517
1062240,239.82046616449296
1062250,239.88767963931912
1062300,239.96667519539278
1062310,240.04427701378657
1062320,240.11755047258166
1062330,240.18779235759544
1062340,240.25465257697465
1062350,240.32170073285204
1070000,240.38607778297757
1070010,240.45024552088668
1070020,240.51614620308
1070030,240.57709600761268
1070040,240.63587228478883
1070050,240.69870781653273
1070100,240.75978044865116
1070110,240.81009843611488
1070120,240.87684894810903
1070130,240.93300878557844
1070140,240.99703759991516
1070150,241.0404190723447
1070200,241.09776647174505
1070210,241.14224285632346
1070220,241.1884208566119
1070230,241.22674153025224
1070240,241.2678445259616
1070250,241.29349457807348
1070300,241.33429925173613
1070310,241.37020851220345
1070320,241.40972040050906
1070330,241.43723402320623
1070340,241.46128661820853
1070350,241.48741978887003
1070400,241.5075535961305
1070410,241.52419644730406
1070420,241.5473110576942
1070430,241.5579414943865
1070440,241.56355579670134
1070450,241.57283875199755
1070500,241.59284992667796
1070510,241.5986483415967
1070520,241.60474727312877
1070530,241.61180327988006
1070540,241.62356181958265
1070550,241.63631636535743
1070600,241.64966763316568
1070610,241.65261006683647
1070620,241.66453890278672
1070630,241.65339715544837
1070640,241.64582202120553
1070650,241.64090878873222
1070700,241.6386784197058
1070710,241.6359586553413
1070720,241.63978723102727
1070730,241.6384323070811
1070740,241.63483482606006
1070750,241.6369074882153
1070800,241.64162692171797
1070810,241.64180201794878
1070820,241.64082758796636
1070830,241.628389828567
1070840,241.61271047237932
1070850,241.59072846284408
1070900,241.55802237413155
1070910,241.52895362090953
1070920,241.50440711950085
1070930,241.48237740283736
1070940,241.46230555461952
1070950,241.4383020489255
1071000,241.4193596064994
1071010,241.40202979709858
1071020,241.3890888755616
1071030,241.37702292162714
1071040,241.36732808848961
1071050,241.35258904200762
1071100,241.3473313697483
1071110,241.33888332878706
1071120,241.32889118478604
1071130,241.30516775173254
1071140,241.28856364984836
1071150,241.25738554139056
1071200,241.22486337538962
1071210,241.1976379327548
1071220,241.173748006572
1071230,241.1552795115881
1071240,241.13965384458163
1071250,241.1295560549814
1071300,241.12596096617187
1071310,241.1243319908934
1071320,241.1236314221234
1071330,241.1323245967823
1071340,241.1393862904031
1071350,241.1525203151107
1071400,241.16600244288963
1071410,241.17792217743167
1071420,241.18543878381408
1071430,241.20571087617975
1071440,241.21228285390316
1071450,241.21500769982794
1071500,241.2149231645872
1071510,241.21055763364015
1071520,241.2006739272283
1071530,241.19300777402765
1071540,241.193159281198
1071550,241.19521591360217
1071600,241.19563819413716
1071610,241.1928388820857
1071620,241.18839602493668
1071630,241.1876386730427
1071640,241.18511602048756
1071650,241.188564880911
1071700,241.16432569129566
1071710,241.15682412685527
1071720,241.14421765840683
1071730,241.13517524170757
1071740,241.1232848597033
1071750,241.10902386234133
1071800,241.09172480892002
1071810,241.0844049764357
1071820,241.0670177091813
1071830,241.04701067216857
1071840,241.02756738166542
1071850,241.00858288375204
1071900,240.9840601811816
1071910,240.9631843961018
1071920,240.93786368172195
1071930,240.91232132246145
1071940,240.8859145068172
1071950,240.8560363550432
1072000,240.8247246770386
1072010,240.7886411685695
1072020,240.74972415147687
1072030,240.70389892010013
1072040,240.65592093753273
1072050,240.60359126495408
1072100,240.55659811885505
1072110,240.51039370350065
1072120,240.46357247477707
1072130,240.4259295422321
1072140,240.3822769275669
1072150,240.34685809680195
1072200,240.3054419166808
1072210,240.26890437843178
1072220,240.2324359142794
1072230,240.19560779991363
1072240,240.1672524319067
1072250,240.12822270329065
1072300,240.10248095940435
1072310,240.07286901618386
1072320,240.04329470453817
1072330,240.02851634836492
1072340,240.0117681019999
1072350,239.99320010389022
1080000,239.97491812086022
1080010,239.94765642102124
1080020,239.92233226165445
1080030,239.89579544120033
1080040,239.87180484440887
1080050,239.84459266731665
1080100,239.82836721097493
1080110,239.80416208749642
1080120,239.7904010232102
1080130,239.78062337958156
1080140,239.779980672795
1080150,239.7715136616717
1080200,239.7743526229558
1080210,239.77618516647087
1080220,239.79007835437406
1080230,239.80159773782435
1080240,239.82555569163299
1080250,239.84555393819346
1080300,239.86884293134082
1080310,239.88991180844567
1080320,239.92056379255328
1080330,239.9444193329324
1080340,239.97072833685132
1080350,240.00174676969846
1080400,240.02154311048344
1080410,240.04354380246755
1080420,240.05707244551547
1080430,240.07764682580347
1080440,240.0899777312606
1080450,240.1019601352525
1080500,240.13154533439928
1080510,240.13708030429825
1080520,240.14825152556406
1080530,240.1511875986093
1080540,240.1532546737901
1080550,240.15618436824028
1080600,240.15090413011
1080610,240.1480649348373
1080620,240.1431929142322
1080630,240.139056257649
1080640,240.1190033085272
1080650,240.10553311106642
1080700,240.08371364514562
1080710,240.06462459463137
1080720,240.04430991490392
1080730,240.0176607171501
1080740,239.99619396578828
1080750,239.96517917590535
1080800,239.93700447671532
1080810,239.9077778502297
1080820,239.8651265760418
1080830,239.83108840072475
1080840,239.79857388694597
1080850,239.7671168258474
1080900,239.73254759214834
1080910,239.70205541936608
1080920,239.67591783364708
1080930,239.6483401009535
1080940,239.63072019366385
1080950,239.61343294392552
1081000,239.59282830385666
1081010,239.5815811639599
1081020,239.57063184687078
1081030,239.56159833178535
1081040,239.54545854737836
1081050,239.535429474664
1081100,239.5267643253227
1081110,239.5194545077851
1081120,239.51007699273066
1081130,239.50422679834702
1081140,239.4897927436104
1081150,239.47991421264757
1081200,239.4747401106425
1081210,239.46794007598982
1081220,239.46712422272412
1081230,239.46828516651155
1081240,239.47691659610385
1081250,239.48351833242052
1081300,239.496506169945
1081310,239.51357416461718
1081320,239.53166495936986
1081330,239.55285332739766
1081340,239.5768432506185
1081350,239.60291986442954
1081400,239.63119471524772
1081410,239.65644533580897
1081420,239.6854011511948
1081430,239.707728518887
1081440,239.72635853744595
1081450,239.7394725535427
1081500,239.76012463275828
1081510,239.78121041807026
1081520,239.80174870973133
1081530,239.81687239819064
1081540,239.82951611401222
1081550,239.84452284308827
1081600,239.85747695047215
1081610,239.87191438041677
1081620,239.88116411160348
1081630,239.89045530933606
1081640,239.89959199700496
1081650,239.90887047633387
1081700,239.89618976516894
1081710,239.9038700836706
1081720,239.9074860261128
1081730,239.9113804666742
1081740,239.903905096218
1081750,239.9066642715475
1081800,239.9185455398617
1081810,239.9170506649676
1081820,239.91548116272912
1081830,239.9079436081639
1081840,239.90288042020742
1081850,239.8961617655856
1081900,239.89503248069258
1081910,239.890786548652
1081920,239.88427936879555
1081930,239.87268114873893
1081940,239.86377999918741
1081950,239.85549978281855
1082000,239.8490758770024
1082010,239.84608230710398
1082020,239.84675268006978
1082030,239.85352746141834
1082040,239.85873926958172
1082050,239.86862855285997
1082100,239.87361808970928
1082110,239.8852821338669
1082120,239.89534279456342
1082130,239.90334490257962
1082140,239.9212763015262
1082150,239.9216500865513
1082200,239.93214686196478
1082210,239.9419287107725
1082220,239.961583553218
1082230,239.96158823461164
1082240,239.968756692158
1082250,239.97908532752436
1082300,239.98723477297074
1082310,239.99735458486413
1082320,239.99892328267958
1082330,240.01235001394352
1082340,240.0185385343283
1082350,240.02562580851153
